,title,year,imdbID,precount_wins,precount_noms,win,nom,none
1012,father of the bride,1991,tt0101862,1,4,0,0,0
1013,mean girls,2004,tt0377092,0,0,0,0,0
1014,step brothers,2008,tt0838283,1,1,0,0,0
1015,first knight,1995,tt0113071,1,1,0,0,0
1016,failure to launch,2006,tt0427229,0,0,0,0,0
1017,the adjustment bureau,2011,tt1385826,1,2,0,0,0
1018,blended,2014,tt1086772,0,0,0,0,0
1019,gandhi,1982,tt0083987,0,1,4,4,3
1020,law abiding citizen,2009,tt1197624,1,1,0,0,0
1021,super 8,2011,tt1650062,0,0,0,0,0
1022,predators,2010,tt1424381,1,0,0,0,0
1023,the woman in black,2012,tt1596365,0,0,0,0,0
1024,chronicle,2012,tt1706593,0,0,0,0,0
1025,ender's game,2013,tt1731141,0,3,0,0,0
1026,sex tape,2014,tt1956620,0,0,0,0,0
1027,mechanic: resurrection,2016,tt3522806,1,3,0,0,0
1028,l.a. confidential,1997,tt0119488,1,1,2,4,3
1029,this is the end,2013,tt1245492,0,2,0,0,0
1030,parenthood,1989,tt0098067,4,2,0,1,6
1031,resurrection,2014,tt2647586,0,0,0,0,0
1032,the family man,2000,tt0218967,1,0,0,0,0
1033,coraline,2009,tt0327597,0,0,0,0,0
1034,"legally blonde 2: red, white & blonde",2003,tt0333780,2,0,0,0,0
1035,donnie brasco,1997,tt0119008,1,8,0,1,6
1036,i know what you did last summer,1997,tt0119345,0,0,0,0,0
1037,first blood,1982,tt0083944,0,1,0,0,0
1038,goldfinger,1964,tt0058150,0,0,0,0,7
1039,life of pi,2012,tt0454876,1,2,1,3,4
1040,ray,2004,tt0350258,0,0,1,3,4
1041,traffic,2000,tt0181865,0,1,3,4,3
1042,the goonies,1985,tt0089218,0,4,0,0,0
1043,the theory of everything,2014,tt2980516,0,0,1,4,3
1044,"good morning, vietnam",1987,tt0093105,0,1,0,1,6
1045,volcano,1997,tt0120461,1,1,0,0,0
1046,spirit: stallion of the cimarron,2002,tt0166813,1,2,0,0,0
1047,big fish,2003,tt0319061,2,9,0,0,7
1048,the upside,2017,tt1987680,1,4,0,0,0
1049,hide and seek,2005,tt0382077,2,5,0,0,0
1050,the wedding singer,1998,tt0120888,0,0,0,0,0
1051,the hunt for red october,1990,tt0099810,1,0,0,0,7
1052,deepwater horizon,2016,tt1860357,0,1,0,0,7
1053,surrogates,2009,tt0986263,0,0,0,0,0
1054,executive decision,1996,tt0116253,0,0,0,0,0
1055,prisoners,2013,tt1392214,0,4,0,0,7
1056,mousehunt,1997,tt0119715,0,0,0,0,0
1057,nanny mcphee,2005,tt0396752,2,3,0,0,0
1058,mortal kombat,1995,tt0113855,0,0,0,0,0
1059,heartbreak ridge,1986,tt0091187,0,4,0,0,7
1060,magic mike xxl,2015,tt2268016,0,0,0,0,0
1061,poltergeist,1982,tt0084516,1,2,0,0,7
1062,superbad,2007,tt0829482,0,0,0,0,0
1063,starship troopers,1997,tt0120201,0,0,0,0,7
1064,instant family,2018,tt7401588,0,1,0,0,0
1065,my girl,1991,tt0102492,0,1,0,0,0
1066,inglourious basterds,2009,tt0361748,1,3,1,4,3
1067,intolerable cruelty,2003,tt0138524,2,5,0,0,0
1068,beverly hills cop iii,1994,tt0109254,0,1,0,0,0
1069,we bought a zoo,2011,tt1389137,2,4,0,0,0
1070,rocky v,1990,tt0100507,1,4,0,0,0
1071,eight below,2006,tt0397313,0,2,0,0,0
1072,spy kids 2: island of lost dreams,2002,tt0287717,0,0,0,0,0
1073,full metal jacket,1987,tt0093058,0,10,0,1,6
1074,the jacket,2005,tt0366627,1,0,0,0,0
1075,the shallows,2016,tt4052882,0,0,0,0,0
1076,road trip,2000,tt0215129,0,0,0,0,0
1077,blazing saddles,1974,tt0071230,0,1,0,1,6
1078,the mask,1994,tt0110475,0,0,0,0,7
1079,charlie wilson's war,2007,tt0472062,5,9,0,1,6
1080,body of lies,2008,tt0758774,2,8,0,0,0
1081,unfaithful,2002,tt0250797,2,2,0,1,6
1082,on golden pond,1981,tt0082846,4,12,3,6,1
1083,fried green tomatoes,1991,tt0101921,2,0,0,2,5
1084,salt,2010,tt0944835,1,1,0,0,7
1085,midway,1976,tt0074899,1,2,0,0,0
1086,message in a bottle,1999,tt0139462,2,9,0,0,0
1087,star trek: insurrection,1998,tt0120844,0,0,0,0,0
1088,a knight's tale,2001,tt0183790,1,0,0,0,0
1089,why him?,2016,tt4501244,0,3,0,0,0
1090,zombieland,2009,tt1156398,0,2,0,0,0
1091,the client,1994,tt0109446,1,6,0,1,6
1092,blue streak,1999,tt0181316,0,0,0,0,0
1093,star trek generations,1994,tt0111280,0,0,0,0,0
1094,disturbia,2007,tt0486822,0,0,0,0,0
1095,beethoven's 2nd,1993,tt0106375,0,0,0,0,7
1096,the siege,1998,tt0133952,1,4,0,0,0
1097,corpse bride,2005,tt0121164,0,5,0,0,0
1098,dennis the menace,1993,tt0106701,1,3,0,0,0
1099,finding neverland,2004,tt0308644,1,6,0,3,4
1100,abraham lincoln: vampire hunter,2012,tt1611224,0,0,0,0,0
1101,casino,1995,tt0112641,3,11,0,1,6
1102,sliver,1993,tt0108162,0,1,0,0,0
1103,the notebook,2004,tt0332280,0,4,0,0,0
1104,diamonds are forever,1971,tt0066995,0,0,0,0,7
1105,the chronicles of riddick,2004,tt0296572,1,3,0,0,0
1106,dragonheart,1996,tt0116136,0,1,0,0,7
1107,the house by the lake,1976,tt0075922,0,1,0,0,0
1108,the lake house,2006,tt0410297,0,0,0,0,0
1109,snow dogs,2002,tt0281373,2,0,0,0,0
1110,the blues brothers,1980,tt0080455,0,0,0,0,0
1111,get shorty,1995,tt0113161,2,5,0,0,0
1112,freddy vs. jason,2003,tt0329101,0,0,0,0,0
1113,bride wars,2009,tt0901476,0,2,0,0,0
1114,pitch perfect,2012,tt1981677,0,1,0,0,0
1115,the karate kid part ii,1986,tt0091326,1,1,0,0,7
1116,police academy 2: their first assignment,1985,tt0089822,0,0,0,0,0
1117,the iron lady,2011,tt1007029,3,14,1,1,6
1118,anna and the king,1999,tt0166485,2,2,0,0,7
1119,judge dredd,1995,tt0113492,0,1,0,0,0
1120,the last boy scout,1991,tt0102266,0,0,0,0,0
1121,coyote ugly,2000,tt0200550,0,0,0,0,0
1122,office christmas party,2016,tt1711525,0,0,0,0,0
1123,step up,2006,tt0462590,0,0,0,0,0
1124,saw v,2008,tt1132626,0,0,0,0,0
1125,the dark tower,2017,tt1648190,2,0,0,0,0
1126,changeling,2008,tt0824747,5,5,0,1,6
1127,striptease,1996,tt0117765,0,0,0,0,0
1128,rambo,2008,tt0462499,0,1,0,0,0
1129,white chicks,2004,tt0381707,0,0,0,0,0
1130,species,1995,tt0114508,1,1,0,0,0
1131,insidious: chapter 3,2015,tt3195644,0,0,0,0,0
1132,get hard,2015,tt2561572,0,0,0,0,0
1133,how to be single,2016,tt1292566,0,0,0,0,0
1134,pet sematary,1989,tt0098084,0,0,0,0,0
1135,the purge: anarchy,2014,tt2975578,0,0,0,0,0
1136,doctor zhivago,1965,tt0059113,2,7,1,4,3
1137,the last samurai,2003,tt0325710,0,4,0,1,6
1138,mission to mars,2000,tt0183523,0,2,0,0,0
1139,the dukes of hazzard,2005,tt0377818,0,0,0,0,0
1140,the net,1995,tt0113957,0,1,0,0,0
1141,sea of love,1989,tt0098273,0,6,0,0,0
1142,the secret of my success,1987,tt0093936,0,2,0,0,0
1143,the santa clause 3: the escape clause,2006,tt0452681,0,0,0,0,0
1144,for the boys,1991,tt0101902,0,4,0,1,6
1145,spy,2015,tt3079380,0,3,0,0,0
1146,the grudge,2004,tt0391198,0,0,0,0,0
1147,treasure planet,2002,tt0133240,0,1,0,0,0
1148,the 5th wave,2016,tt2304933,1,1,0,0,0
1149,moneyball,2011,tt1210166,3,6,0,4,3
1150,the prestige,2006,tt0482571,2,5,0,0,7
1151,willow,1988,tt0096446,0,2,0,0,7
1152,sideways,2004,tt0375063,0,1,1,5,2
1153,10 cloverfield lane,2016,tt1179933,0,1,0,0,0
1154,the game,1997,tt0119174,2,1,0,0,0
1155,the hours,2002,tt0274558,2,14,1,6,1
1156,peter pan 2: return to never land,2002,tt0280030,0,0,0,0,0
1157,cinderella man,2005,tt0352248,4,4,0,1,6
1158,the american president,1995,tt0112346,2,1,0,0,7
1159,junior,1994,tt0110216,1,2,0,0,7
1160,horrible bosses 2,2014,tt2170439,0,0,0,0,0
1161,confessions of a shopaholic,2009,tt1093908,0,2,0,0,0
1162,three kings,1999,tt0120188,0,0,0,0,0
1163,neighbors 2: sorority rising,2016,tt4438848,0,0,0,0,0
1164,police academy 3: back in training,1986,tt0091777,0,0,0,0,0
1165,terms of endearment,1983,tt0086425,1,10,5,7,2
1166,captain phillips,2013,tt1535109,2,6,0,3,4
1167,the man from u.n.c.l.e.,2015,tt1638355,0,0,0,0,0
1168,nell,1994,tt0110638,2,3,0,1,6
1169,ace ventura: pet detective,1994,tt0109040,0,0,0,0,0
1170,goldeneye,1995,tt0113189,0,0,0,0,0
1171,the italian job,2003,tt0317740,0,0,0,0,0
1172,first man,2018,tt1213641,1,4,0,0,7
1173,race to witch mountain,2009,tt1075417,0,0,0,0,0
1174,the whole nine yards,2000,tt0190138,0,1,0,0,0
1175,the yards,2000,tt0138946,0,1,0,0,0
1176,made of honor,2008,tt0866439,0,0,0,0,0
1177,life as we know it,2010,tt1055292,0,0,0,0,0
1178,about schmidt,2002,tt0257360,4,10,0,2,5
1179,the untouchables,1987,tt0094226,0,1,1,1,6
1180,tequila sunrise,1988,tt0096244,1,1,0,0,7
1181,kramer vs. kramer,1979,tt0079417,0,6,5,7,1
1182,the campaign,2012,tt1790886,0,0,0,0,0
1183,gangster squad,2013,tt1321870,2,3,0,0,0
1184,along came a spider,2001,tt0164334,0,3,0,0,0
1185,sneakers,1992,tt0105435,2,4,0,0,0
1186,forgetting sarah marshall,2008,tt0800039,0,0,0,0,0
1187,dirty grandpa,2016,tt1860213,2,5,0,0,0
1188,the graduate,1967,tt0061722,1,2,1,6,1
1189,home on the range,2004,tt0299172,0,0,0,0,0
1190,snake eyes,1998,tt0120832,1,1,0,0,0
1191,under siege 2: dark territory,1995,tt0114781,0,0,0,0,0
1192,the hitchhiker's guide to the galaxy,2005,tt0371724,0,0,0,0,0
1193,training day,2001,tt0139654,1,4,1,2,5
1194,every which way but loose,1978,tt0077523,0,1,0,0,0
1195,saw,2004,tt0387564,0,0,0,0,0
1196,just like heaven,2005,tt0425123,0,0,0,0,0
1197,the cable guy,1996,tt0115798,0,0,0,0,0
1198,john q,2002,tt0251160,2,3,0,0,0
1199,primal fear,1996,tt0117381,0,1,0,1,6
1200,birdman or (the unexpected virtue of ignorance),2014,tt2562232,0,0,3,6,1
1201,she's all that,1999,tt0160862,0,0,0,0,0
1202,9 to 5,1980,tt0080319,2,4,0,0,7
1203,mary poppins,1964,tt0058331,0,1,1,4,3
1204,blue jasmine,2013,tt2334873,4,23,1,3,4
1205,the mummy: tomb of the dragon emperor,2008,tt0859163,0,0,0,0,0
1206,ladder 49,2004,tt0349710,0,3,0,0,0
1207,u.s. marshals,1998,tt0120873,1,2,0,0,0
1208,ghosts of girlfriends past,2009,tt0821640,2,0,0,0,0
1209,working girl,1988,tt0096463,1,4,0,4,3
1210,timecop,1994,tt0111438,0,0,0,0,0
1211,pineapple express,2008,tt0910936,0,0,0,0,0
1212,just married,2003,tt0305711,0,0,0,0,0
1213,butch cassidy and the sundance kid,1969,tt0064115,0,6,0,2,5
1214,joy,2015,tt2446980,3,14,0,1,6
1215,mars attacks!,1996,tt0116996,2,14,0,0,0
1216,fight club,1999,tt0137523,0,3,0,0,7
1217,courage under fire,1996,tt0115956,1,2,0,0,0
1218,the recruit,2003,tt0292506,1,7,0,0,0
1219,the time traveler's wife,2009,tt0452694,1,0,0,0,0
1220,stir crazy,1980,tt0081562,1,3,0,0,0
1221,philomena,2013,tt2431286,1,8,0,3,4
1222,the good shepherd,2006,tt0343737,5,7,0,0,7
1223,where the wild things are,2009,tt0386117,0,1,0,0,0
1224,any given sunday,1999,tt0146838,4,15,0,0,0
1225,shanghai noon,2000,tt0184894,0,0,0,0,0
1226,black mass,2015,tt1355683,0,4,0,0,0
1227,the book of life,2014,tt2262227,0,0,0,0,0
1228,nim's island,2008,tt0410377,2,3,0,0,0
1229,atomic blonde,2017,tt2406566,1,1,0,0,0
1230,the cannonball run,1981,tt0082136,0,0,0,0,0
1231,airport,1970,tt0065377,3,4,1,4,4
1232,little miss sunshine,2006,tt0449059,0,3,2,4,3
1233,the jerk,1979,tt0079367,0,0,0,0,0
1234,mad max,1979,tt0079501,0,0,0,0,0
1235,the neverending story,1984,tt0088323,0,2,0,0,0
1236,the neverending story iii,1994,tt0110647,0,0,0,0,0
1237,bowfinger,1999,tt0131325,0,0,0,0,0
1238,street fighter,1994,tt0111301,0,0,0,0,0
1239,nacho libre,2006,tt0457510,0,0,0,0,0
1240,the lucky one,2012,tt1327194,0,1,0,0,0
1241,fred claus,2007,tt0486583,0,3,0,0,0
1242,silent hill,2006,tt0384537,0,0,0,0,0
1243,paul,2011,tt1092026,0,0,0,0,0
1244,riddick,2013,tt1411250,0,0,0,0,0
1245,ever after: a cinderella story,1998,tt0120631,1,2,0,0,0
1246,i am sam,2001,tt0277027,2,6,0,1,6
1247,a simple favor,2018,tt7040874,0,1,0,0,0
1248,spotlight,2015,tt1895587,0,3,2,5,2
1249,predator,1987,tt0093773,0,0,0,0,7
1250,one day,2011,tt1563738,0,1,0,0,0
1251,phone booth,2002,tt0183649,0,0,0,0,0
1252,jarhead,2005,tt0418763,2,1,0,0,0
1253,christmas with the kranks,2004,tt0388419,0,1,0,0,0
1254,8mm,1999,tt0134273,1,0,0,0,0
1255,scream 4,2011,tt1262416,0,0,0,0,0
1256,star trek vi: the undiscovered country,1991,tt0102975,0,1,0,0,0
1257,the jewel of the nile,1985,tt0089370,1,0,0,0,0
1258,steel magnolias,1989,tt0098384,3,6,0,1,6
1259,star trek ii: the wrath of khan,1982,tt0084726,0,1,0,0,0
1260,the 6th day,2000,tt0216216,0,0,0,0,0
1261,paycheck,2003,tt0338337,0,1,0,0,0
1262,13 going on 30,2004,tt0337563,0,0,0,0,0
1263,tmnt,2007,tt0453556,0,1,0,0,0
1264,my sister's keeper,2009,tt1078588,0,1,0,0,0
1265,kick-ass,2010,tt1250777,0,0,0,0,0
1266,contraband,2012,tt1524137,0,0,0,0,0
1267,the favourite,2018,tt5083738,1,1,1,5,2
1268,the butterfly effect,2004,tt0289879,0,0,0,0,0
1269,think like a man,2012,tt1621045,0,0,0,0,0
1270,the mortal instruments: city of bones,2013,tt1538403,0,0,0,0,0
1271,the wedding planner,2001,tt0209475,0,0,0,0,0
1272,harlem nights,1989,tt0097481,0,0,0,0,7
1273,housesitter,1992,tt0104452,1,2,0,0,0
1274,40 days and 40 nights,2002,tt0243736,0,0,0,0,0
1275,speed racer,2008,tt0811080,1,4,0,0,0
1276,ben-hur,1959,tt0052618,2,10,4,5,2
1277,forces of nature,1999,tt0141098,0,0,0,0,0
1278,the lovely bones,2009,tt0380510,4,9,0,1,6
1279,the internship,2013,tt2234155,0,0,0,0,0
1280,southpaw,2015,tt1798684,1,1,0,0,0
1281,blockers,2018,tt2531344,0,0,0,0,0
1282,mercury rising,1998,tt0120749,0,0,0,0,0
1283,legal eagles,1986,tt0091396,1,3,0,0,0
1284,secret window,2004,tt0363988,1,1,0,0,0
1285,nanny mcphee returns,2010,tt1415283,2,4,0,0,0
1286,no reservations,2007,tt0481141,1,3,0,0,0
1287,money monster,2016,tt2241351,4,11,0,0,0
1288,michael clayton,2007,tt0465538,2,5,1,6,1
1289,deuce bigalow: male gigolo,1999,tt0205000,0,0,0,0,0
1290,when harry met sally...,1989,tt0098635,0,1,0,1,6
1291,blackkklansman,2018,tt7349662,0,2,1,4,3
1292,the poseidon adventure,1972,tt0069113,4,4,0,1,6
1293,the skeleton key,2005,tt0397101,0,5,0,0,0
1294,the mirror has two faces,1996,tt0117057,1,7,0,1,6
1295,"i love you, man",2009,tt1155056,0,0,0,0,0
1296,four brothers,2005,tt0430105,0,2,0,0,0
1297,role models,2008,tt0430922,0,0,0,0,0
1298,the family stone,2005,tt0356680,1,3,0,0,0
1299,fantasia 2000,1999,tt0120910,0,3,0,0,0
1300,galaxy quest,1999,tt0177789,0,3,0,0,0
1301,get him to the greek,2010,tt1226229,0,0,0,0,0
1302,underworld: rise of the lycans,2009,tt0834001,0,0,0,0,0
1303,white men can't jump,1992,tt0105812,0,1,0,0,0
1304,anchorman: the legend of ron burgundy,2004,tt0357413,0,0,0,0,0
1305,back to school,1986,tt0090685,0,2,0,0,0
1306,fracture,2007,tt0488120,1,5,0,0,0
1307,the karate kid,1984,tt0087538,1,0,0,0,0
1308,space jam,1996,tt0117705,0,0,0,0,0
1309,sucker punch,2011,tt0978764,0,0,0,0,0
1310,the long kiss goodnight,1996,tt0116908,1,2,0,0,0
1311,the abyss,1989,tt0096754,0,1,0,0,7
1312,identity,2003,tt0309698,0,0,0,0,0
1313,final destination 2,2003,tt0309593,0,0,0,0,0
1314,trading places,1983,tt0086465,0,0,0,0,7
1315,bring it on,2000,tt0204946,0,0,0,0,0
1316,ordinary people,1980,tt0081283,1,2,4,6,2
1317,flightplan,2005,tt0408790,2,2,0,0,0
1318,rumor has it...,2005,tt0398375,2,5,0,0,0
1319,kangaroo jack,2003,tt0257568,1,1,0,0,0
1320,state of play,2009,tt0473705,2,6,0,0,0
1321,red riding hood,2011,tt1486185,0,0,0,0,0
1322,the journey,1959,tt0052950,1,8,0,0,0
1323,the hundred-foot journey,2014,tt2980648,1,7,0,0,0
1324,the last song,2010,tt1294226,0,1,0,0,0
1325,ali,2001,tt0248667,2,4,0,2,5
1326,shanghai knights,2003,tt0300471,0,0,0,0,0
1327,rv,2006,tt0449089,1,3,0,0,0
1328,spawn,1997,tt0120177,0,0,0,0,0
1329,collateral beauty,2016,tt4682786,1,11,0,0,0
1330,this is 40,2012,tt1758830,0,0,0,0,0
1331,the cider house rules,1999,tt0124315,0,2,2,4,3
1332,gosford park,2001,tt0280707,2,9,1,4,3
1333,jaws 3-d,1983,tt0085750,1,0,0,0,0
1334,the illusionist,2006,tt0443543,0,3,0,0,7
1335,out of africa,1985,tt0089755,3,8,3,5,2
1336,bicentennial man,1999,tt0182789,1,4,0,0,0
1337,dinner for schmucks,2010,tt0427152,0,1,0,0,0
1338,theater of blood,1973,tt0070791,0,1,0,0,0
1339,8 million ways to die,1986,tt0090568,1,4,0,0,0
1340,the lincoln lawyer,2011,tt1189340,1,3,0,0,0
1341,a million ways to die in the west,2014,tt2557490,1,2,0,0,0
1342,old school,2003,tt0302886,0,0,0,0,0
1343,the naked gun 2½: the smell of fear,1991,tt0102510,1,0,0,0,0
1344,epic movie,2007,tt0799949,0,0,0,0,0
1345,star trek iii: the search for spock,1984,tt0088170,0,0,0,0,0
1346,pan,2015,tt3332064,0,2,0,0,0
1347,tears of the sun,2003,tt0314353,0,0,0,0,0
1348,the kingdom,2007,tt0431197,2,1,0,0,0
1349,war dogs,2016,tt2005151,0,0,0,0,0
1350,rat race,2001,tt0250687,1,0,0,0,0
1351,max payne,2008,tt0467197,0,1,0,0,0
1352,edward scissorhands,1990,tt0099487,1,1,0,0,0
1353,sky high,2005,tt0405325,0,0,0,0,0
1354,paper towns,2015,tt3622592,0,0,0,0,0
1355,romancing the stone,1984,tt0088011,1,0,0,0,7
1356,can-can,1960,tt0053690,1,3,0,0,7
1357,young frankenstein,1974,tt0072431,0,2,0,1,6
1358,the spongebob squarepants movie,2004,tt0345950,0,0,0,0,0
1359,final fantasy: the spirits within,2001,tt0173840,0,1,0,0,0
1360,zodiac,2007,tt0443706,0,2,0,0,0
1361,the animal,2001,tt0255798,0,0,0,0,0
1362,meet the spartans,2008,tt1073498,0,0,0,0,0
1363,sicario,2015,tt3397884,1,2,0,0,7
1364,cocoon,1985,tt0088933,0,1,1,1,6
1365,match point,2005,tt0416320,2,17,0,1,6
1366,stripes,1981,tt0083131,0,0,0,0,0
1367,transporter 2,2005,tt0388482,0,0,0,0,0
1368,dangerous minds,1995,tt0112792,1,3,0,0,0
1369,mortal engines,2018,tt1571234,2,5,0,0,0
1370,the judge,2014,tt1872194,2,10,0,1,6
1371,what to expect when you're expecting,2012,tt1586265,0,0,0,0,0
1372,never been kissed,1999,tt0151738,0,0,0,0,0
1373,point break,1991,tt0102685,0,1,0,0,0
1374,i still know what you did last summer,1998,tt0130018,0,0,0,0,0
1375,the premonition,1976,tt0075097,0,0,0,0,0
1376,single white female,1992,tt0105414,0,1,0,0,0
1377,field of dreams,1989,tt0097351,0,1,0,2,5
1378,snatch,2000,tt0208092,0,1,0,0,0
1379,an american tail,1986,tt0090633,0,0,0,0,7
1380,valkyrie,2008,tt0985699,1,8,0,0,0
1381,die hard,1988,tt0095016,0,0,0,0,7
1382,blow,2001,tt0221027,0,1,0,0,0
1383,savages,2012,tt1615065,3,6,0,0,0
1384,hall pass,2011,tt0480687,0,0,0,0,0
1385,in her shoes,2005,tt0388125,0,3,0,0,0
1386,piranha 3d,2010,tt0464154,1,2,0,0,0
1387,"south park: bigger, longer & uncut",1999,tt0158983,0,0,0,0,0
1388,dead man walking,1995,tt0112818,0,4,1,3,4
1389,dead man,1995,tt0112817,0,0,0,0,0
1390,28 days later...,2002,tt0289043,0,0,0,0,0
1391,blade ii,2002,tt0187738,0,0,0,0,0
1392,the pink panther,2006,tt0383216,1,1,0,0,0
1393,catwoman,2004,tt0327554,1,1,0,0,0
1394,reign of fire,2002,tt0253556,0,0,0,0,0
1395,frankenweenie,2012,tt1142977,1,2,0,0,0
1396,midnight run,1988,tt0095631,2,2,0,0,0
1397,hitman: agent 47,2015,tt2679042,0,0,0,0,0
1398,men of honor,2000,tt0203019,3,4,0,0,0
1399,elizabeth,1998,tt0127536,0,0,0,2,5
1400,the constant gardener,2005,tt0387131,0,3,1,2,5
1401,dying young,1991,tt0101787,0,2,0,0,0
1402,waiting to exhale,1995,tt0114885,1,1,0,0,0
1403,heaven can wait,1978,tt0077663,1,8,0,6,1
1404,the strangers,2008,tt0482606,0,0,0,0,0
1405,on her majesty's secret service,1969,tt0064757,0,1,0,0,0
1406,mash,1970,tt0066026,0,1,0,0,0
1407,edge of darkness,2010,tt1226273,3,0,0,0,0
1408,sinbad: legend of the seven seas,2003,tt0165982,1,4,0,0,0
1409,the other boleyn girl,2008,tt0467200,0,2,0,0,0
1410,underworld: blood wars,2016,tt3717252,0,0,0,0,0
1411,hope floats,1998,tt0119313,0,2,0,0,0
1412,tinker tailor soldier spy,2011,tt1340800,0,2,0,2,5
1413,fuzz,1972,tt0068617,0,0,0,0,0
1414,hot fuzz,2007,tt0425112,0,0,0,0,0
1415,moonstruck,1987,tt0093565,0,7,3,6,1
1416,drive,2011,tt0780504,0,4,0,0,7
1417,act of valor,2012,tt1591479,0,0,0,0,0
1418,eat pray love,2010,tt0879870,1,2,0,0,0
1419,fiddler on the roof,1971,tt0067093,0,2,0,4,3
1420,runaway jury,2003,tt0313542,4,8,0,0,0
1421,muppets most wanted,2014,tt2281587,0,0,0,0,0
1422,finding forrester,2000,tt0181536,3,1,0,0,0
1423,exit wounds,2001,tt0242445,0,0,0,0,0
1424,den of thieves,2018,tt1259528,0,0,0,0,0
1425,the golden child,1986,tt0091129,0,0,0,0,0
1426,universal soldier,1992,tt0105698,0,0,0,0,0
1427,double impact,1991,tt0101764,0,0,0,0,0
1428,wargames,1983,tt0086567,0,0,0,1,6
1429,footloose,1984,tt0087277,0,4,0,0,7
1430,earthquake,1974,tt0071455,2,3,0,0,7
1431,hannah montana: the movie,2009,tt1114677,0,0,0,0,0
1432,home alone 3,1997,tt0119303,0,0,0,0,0
1433,orphan,2009,tt1148204,0,0,0,0,0
1434,uncle buck,1989,tt0098554,0,0,0,0,0
1435,48 hrs.,1982,tt0083511,0,0,0,0,0
1436,the naked gun: from the files of police squad!,1988,tt0095705,1,0,0,0,0
1437,if i stay,2014,tt1355630,0,0,0,0,0
1438,lady bird,2017,tt4925292,0,3,0,5,2
1439,hereditary,2018,tt7784604,0,1,0,0,0
1440,by the sea,2015,tt3707106,2,4,0,0,0
1441,manchester by the sea,2016,tt4034228,0,2,2,6,1
1442,from russia with love,1963,tt0057076,0,1,0,0,0
1443,the english patient,1996,tt0116209,0,2,3,6,1
1444,cocktail,1988,tt0094889,0,0,0,0,0
1445,we were soldiers,2002,tt0277434,2,2,0,0,0
1446,r.i.p.d.,2013,tt0790736,1,5,0,0,0
1447,windtalkers,2002,tt0245562,1,0,0,0,0
1448,showtime,2002,tt0284490,2,4,0,0,0
1449,hostage,2005,tt0340163,0,0,0,0,0
1450,righteous kill,2008,tt1034331,3,11,0,0,0
1451,priest,2011,tt0822847,0,0,0,0,0
1452,kubo and the two strings,2016,tt4302938,1,2,0,0,7
1453,out of sight,1998,tt0120780,0,1,0,1,6
1454,the number 23,2007,tt0481369,0,1,0,0,0
1455,k-9,1989,tt0097637,0,0,0,0,0
1456,the queen,2006,tt0436697,0,4,1,4,3
1457,hooper,1978,tt0077696,0,0,0,0,7
1458,the terminator,1984,tt0088247,0,1,0,0,0
1459,man on fire,2004,tt0328107,4,5,0,0,0
1460,u-571,2000,tt0141926,0,1,0,0,7
1461,stealth,2005,tt0382992,1,2,0,0,0
1462,money train,1995,tt0113845,0,0,0,0,0
1463,the ladykillers,2004,tt0335245,2,8,0,0,0
1464,mike and dave need wedding dates,2016,tt2823054,0,1,0,0,0
1465,father of the bride part ii,1995,tt0113041,1,4,0,0,0
1466,something to talk about,1995,tt0114496,2,9,0,0,0
1467,secondhand lions,2003,tt0327137,3,10,0,0,0
1468,coach carter,2005,tt0393162,0,1,0,0,0
1469,the grey,2011,tt1601913,0,1,0,0,0
1470,spies like us,1985,tt0090056,0,1,0,0,0
1471,the name of the rose,1986,tt0091605,0,0,0,0,0
1472,police academy 4: citizens on patrol,1987,tt0093756,0,0,0,0,0
1473,barbershop,2002,tt0303714,0,0,0,0,0
1474,oliver!,1968,tt0063385,0,2,2,5,2
1475,the haunting in connecticut,2009,tt0492044,0,1,0,0,0
1476,the muppet movie,1979,tt0079588,0,0,0,0,7
1477,bend it like beckham,2002,tt0286499,0,0,0,0,0
1478,the road to el dorado,2000,tt0138749,1,4,0,0,0
1479,next,2007,tt0435705,1,5,0,0,0
1480,dreamcatcher,2003,tt0285531,1,6,0,0,0
1481,the change-up,2011,tt1488555,0,0,0,0,0
1482,kate & leopold,2001,tt0035423,0,0,0,0,7
1483,tin cup,1996,tt0117918,1,2,0,0,0
1484,death race,2008,tt0452608,0,3,0,0,0
1485,widows,2018,tt4218572,1,5,0,0,0
1486,"honey, i blew up the kid",1992,tt0104437,0,0,0,0,0
1487,30 days of night,2007,tt0389722,0,0,0,0,0
1488,there will be blood,2007,tt0469494,1,4,1,4,3
1489,bad santa,2003,tt0307987,1,2,0,0,0
1490,the nightmare before christmas,1993,tt0107688,0,2,0,0,7
1491,the unborn,2009,tt1139668,0,0,0,0,0
1492,united 93,2006,tt0475276,0,0,0,1,6
1493,diary of a wimpy kid,2010,tt1196141,0,0,0,0,0
1494,the ides of march,2011,tt1124035,2,9,0,1,6
1495,the last of the mohicans,1992,tt0104691,1,2,0,0,7
1496,random hearts,1999,tt0156934,3,6,0,0,0
1497,crimson peak,2015,tt2554274,0,3,0,0,0
1498,the ghost and the darkness,1996,tt0116409,3,0,0,0,7
1499,the spy who dumped me,2018,tt6663582,0,0,0,0,0
1500,from hell,2001,tt0120681,0,1,0,0,0
1501,the count of monte cristo,2002,tt0245844,0,2,0,0,0
1502,revolutionary road,2008,tt0959337,1,8,0,1,6
1503,final analysis,1992,tt0104265,0,1,0,0,0
